F;A;M;Z;element;J;decay mode;% branch;excitation energy [MeV];Q [MeV];T½;abundance;atomic mass [MeV];uncertain in mass [MeV];S;date;T½ [s]
;215;;91;Pa;;A;100.00;0.0000;8.242;14 MS 2;;17.8700;0.0870;;200110;1.40E-02
;216;;91;Pa;;A;@ 98.00;0.0000;8.097;0.15 S +6-4;;17.7950;0.0730;;200705;1.50E-01
;216;;91;Pa;;EC;@  2.00;0.0000;7.496;0.15 S +6-4;;17.7950;0.0730;;200705;1.50E-01
;217;;91;Pa;;A;100.00;0.0000;8.489;3.6 MS 8;;17.0700;0.0520;;200309;3.60E-03
;217;M;91;Pa;;A;73.00;1.8500;10.339;1.2 MS 2;;18.9200;0.0520;;200309;1.20E-03
;217;M;91;Pa;;IT;27.00;1.8500;1.850;1.2 MS 2;;18.9200;0.0520;;200309;1.20E-03
;218;;91;Pa;;A;100.00;0.0000;9.815;113 US 10;;18.6840;0.0180;;200602;1.13E-04
;219;M;91;Pa;9/2-;A;100.00;0.0000;10.085;53 NS 10;;18.5400;0.0510;;200110;5.30E-08
;220;M;91;Pa;;A;100.00;0.0000;9.829;0.78 US 16;;20.3980;0.0510;;201104;7.80E-07
;220;M;91;Pa;;EC;3.0E-7;0.0000;5.708;0.78 US 16;;20.3980;0.0510;;201104;7.80E-07
;221;;91;Pa;9/2-;A;100.00;0.0000;9.248;5.9 US 17;;20.3750;0.0510;;200705;5.90E-06
;222;;91;Pa;;A;100.00;0.0000;8.847;2.9 MS +6-4;;22.1150;0.0730;S;199601;2.90E-03
;223;;91;Pa;;A;100.00;0.0000;8.326;5.1 MS 6;;22.3190;0.0710;;200110;5.10E-03
;224;;91;Pa;;A;100.00;0.0000;7.694;0.85 S 2;;23.8610;0.0070;;97WI15;8.50E-01
;225;;91;Pa;;A;100.00;0.0000;7.392;1.7 S 2;;24.3390;0.0710;;200905;1.70E+00
;226;;91;Pa;;A;74.00;0.0000;6.987;1.8 M 2;;26.0320;0.0110;;960405;1.08E+02
;226;;91;Pa;;EC;26.00;0.0000;2.836;1.8 M 2;;26.0320;0.0110;;960405;1.08E+02
;227;;91;Pa;(5/2-);A;85.00;0.0000;6.580;38.3 M 3;;26.8310;0.0070;;200110;2.30E+03
;227;;91;Pa;(5/2-);EC;15.00;0.0000;1.026;38.3 M 3;;26.8310;0.0070;;200110;2.30E+03
;228;;91;Pa;3+;EC;98.15;0.0000;2.152;22.4 H 10;;28.9210;0.0040;;98WE13;8.06E+04
;228;;91;Pa;3+;A;1.85;0.0000;6.265;22.4 H 10;;28.9210;0.0040;;98WE13;8.06E+04
;229;;91;Pa;(5/2+);EC;99.52;0.0000;0.311;1.50 D 5;;29.8980;0.0020;;200810;1.30E+05
;229;;91;Pa;(5/2+);A;0.48;0.0000;5.835;1.50 D 5;;29.8980;0.0020;;200810;1.30E+05
;230;;91;Pa;(2-);EC;92.20;0.0000;0.560;17.4 D 5;;32.1730;0.0030;;200710;1.50E+06
;230;;91;Pa;(2-);B-;7.80;0.0000;0.560;17.4 D 5;;32.1730;0.0030;;200710;1.50E+06
;230;;91;Pa;(2-);A;3.2E-3;0.0000;5.439;17.4 D 5;;32.1730;0.0030;;200710;1.50E+06
;231;;91;Pa;3/2-;A;100.00;0.0000;5.150;3.276E+4 Y 11;;33.4250;0.0020;;200110;1.03E+12
;231;;91;Pa;3/2-;SF;&2E-11;0.0000;0.000;3.276E+4 Y 11;;33.4250;0.0020;;200110;1.03E+12
;232;;91;Pa;(2-);B-;100.00;0.0000;1.337;1.32 D 2;;35.9410;0.0070;;200610;1.14E+05
;232;;91;Pa;(2-);EC;;0.0000;1.337;1.32 D 2;;35.9410;0.0070;;200610;1.14E+05
;233;;91;Pa;3/2-;B-;100.00;0.0000;0.570;26.975 D 13;;37.4910;0.0020;;200507;2.33E+06
;234;;91;Pa;4+;B-;100.00;0.0000;2.195;6.70 H 5;;40.3420;0.0040;;200704;2.41E+04
;234;M;91;Pa;(0-);B-;99.84;0.0739;2.269;1.159 M 11;;40.4159;0.0040;;200704;6.95E+01
;234;M;91;Pa;(0-);IT;0.16;0.0739;0.074;1.159 M 11;;40.4159;0.0040;;200704;6.95E+01
;235;;91;Pa;(3/2-);B-;100.00;0.0000;1.410;24.44 M 11;;42.3310;0.0500;;200305;1.47E+03
;236;;91;Pa;1(-);B-;100.00;0.0000;2.900;9.1 M 1;;45.3470;0.2000;;200610;5.46E+02
;237;;91;Pa;(1/2+);B-;100.00;0.0000;2.250;8.7 M 2;;47.6430;0.1000;;950526;5.22E+02
;238;;91;Pa;(3-);B-;100.00;0.0000;3.460;2.27 M 9;;50.7700;0.0600;;200211;1.36E+02
;239;;91;Pa;(3/2);B-;100.00;0.0000;2.763;1.8 H 5;;53.3370;0.1960;S;200305;6.48E+03
;240;;91;Pa;;B-;?;;4.087;;;56.8030;0.2980;S;NUBASE;0.00E+00
;241;;91;Pa;;;;;0.000;;;59.6900;0.4010;S;;0.00E+00
;217;;92;U;;A;&100.00;0.0000;8.156;16 MS +21-6;;22.7120;0.0860;;200309;1.60E-02
;218;;92;U;0+;A;100.00;0.0000;8.786;0.51 MS +17-10;;21.9110;0.0180;;200602;5.10E-04
;218;M;92;U;(8+);A;100.00;2.1050;10.891;0.56 MS +26-14;;24.0160;0.0180;;200602;5.60E-04
;219;;92;U;;A;100.00;0.0000;9.860;42 US +34-13;;23.3020;0.0500;;200110;4.20E-05
;220;;92;U;0+;A;?;0.0000;10.300;;;23.0180;0.2000;S;NUBASE;0.00E+00
;220;;92;U;0+;EC;?;0.0000;2.652;;;23.0180;0.2000;S;NUBASE;0.00E+00
;221;;92;U;(9/2+);;;0.0000;0.000;700 NS;;24.5930;0.1020;S;200705;7.00E-07
;222;;92;U;0+;A;100.00;0.0000;9.500;1.0 US +12-4;;24.2950;0.1010;S;199601;1.00E-06
;223;;92;U;;A;100.00;0.0000;8.941;18 US +10-5;;25.8370;0.0710;;200110;1.80E-05
;223;;92;U;;EC;0.20;0.0000;3.518;18 US +10-5;;25.8370;0.0710;;200110;1.80E-05
;224;;92;U;0+;A;100.00;0.0000;8.620;0.9 MS 3;;25.7120;0.0250;;9703;9.00E-04
;225;;92;U;;A;100.00;0.0000;8.014;95 MS 15;;27.3760;0.0110;;200905;9.50E-02
;226;;92;U;0+;A;100.00;0.0000;7.701;0.35 S 15;;27.3280;0.0130;;199604;3.50E-01
;227;;92;U;(3/2+);A;100.00;0.0000;7.211;1.1 M 1;;29.0210;0.0160;;200110;6.60E+01
;228;;92;U;0+;A;> 95.00;0.0000;6.804;9.1 M 2;;29.2230;0.0140;;199704;5.46E+02
;228;;92;U;0+;EC;<  5.00;0.0000;0.301;9.1 M 2;;29.2230;0.0140;;199704;5.46E+02
;229;;92;U;(3/2+);EC;@ 80.00;0.0000;1.313;58 M 3;;31.2090;0.0050;;200810;3.48E+03
;229;;92;U;(3/2+);A;@ 20.00;0.0000;6.475;58 M 3;;31.2090;0.0050;;200810;3.48E+03
;230;;92;U;0+;A;100.00;0.0000;5.993;20.8 D;;31.6130;0.0040;;200710;1.80E+06
;230;;92;U;0+;SF;<1E-10;0.0000;0.000;20.8 D;;31.6130;0.0040;;200710;1.80E+06
;230;;92;U;0+;22Ne;5E-12;0.0000;0.000;20.8 D;;31.6130;0.0040;;200710;1.80E+06
;231;;92;U;(5/2-);EC;100.00;0.0000;0.382;4.2 D 1;;33.8070;0.0030;;200110;3.63E+05
;231;;92;U;(5/2-);A;@4.0E-3;0.0000;5.576;4.2 D 1;;33.8070;0.0030;;200110;3.63E+05
;232;;92;U;0+;A;100.00;0.0000;5.414;68.9 Y 4;;34.6040;0.0020;;200610;2.17E+09
;232;;92;U;0+;SF;3E-12;0.0000;0.000;68.9 Y 4;;34.6040;0.0020;;200610;2.17E+09
;233;;92;U;5/2+;A;100.00;0.0000;4.909;1.592E+5 Y 2;;36.9210;0.0020;;200507;5.02E+12
;233;;92;U;5/2+;24Ne;9E-10;0.0000;0.000;1.592E+5 Y 2;;36.9210;0.0020;;200507;5.02E+12
;233;;92;U;5/2+;SF;<6E-11;0.0000;0.000;1.592E+5 Y 2;;36.9210;0.0020;;200507;5.02E+12
;233;;92;U;5/2+;28Mg;<1.E-13;0.0000;0.000;1.592E+5 Y 2;;36.9210;0.0020;;200507;5.02E+12
;234;;92;U;0+;A;100.00;0.0000;4.858;2.455E+5 Y 6;0.0054% 5;38.1480;0.0010;;200704;7.75E+12
;234;;92;U;0+;SF;1.6E-9;0.0000;0.000;2.455E+5 Y 6;;38.1480;0.0010;;200704;7.75E+12
;234;;92;U;0+;Mg;1E-11;0.0000;0.000;2.455E+5 Y 6;;38.1480;0.0010;;200704;7.75E+12
;234;;92;U;0+;Ne;9E-12;0.0000;0.000;2.455E+5 Y 6;;38.1480;0.0010;;200704;7.75E+12
;235;;92;U;7/2-;A;100.00;0.0000;4.678;7.04E+8 Y 1;0.7204% 6;40.9210;0.0010;;200305;2.22E+16
;235;;92;U;7/2-;SF;7.0E-9;0.0000;0.000;7.04E+8 Y 1;;40.9210;0.0010;;200305;2.22E+16
;235;;92;U;7/2-;28Mg;8.E-10;0.0000;0.000;7.04E+8 Y 1;;40.9210;0.0010;;200305;2.22E+16
;235;;92;U;7/2-;Ne;@8.E-10;0.0000;0.000;7.04E+8 Y 1;;40.9210;0.0010;;200305;2.22E+16
;235;M;92;U;1/2+;IT;100.00;0.0001;0.000;26 M AP;;40.9211;0.0010;;200305;1.56E+03
;236;;92;U;0+;A;100.00;0.0000;4.573;2.342E7 Y 4;;42.4470;0.0010;;200610;7.39E+14
;236;;92;U;0+;SF;9.4E-8;0.0000;0.000;2.342E7 Y 4;;42.4470;0.0010;;200610;7.39E+14
!;236;M;92;U;(0+);IT;87.00;2.7500;2.750;120 NS 2;;45.1970;0.0010;;200610;1.20E-07
!;236;M;92;U;(0+);SF;13.00;2.7500;0.000;120 NS 2;;45.1970;0.0010;;200610;1.20E-07
!;236;M;92;U;(0+);A;< 10.00;2.7500;7.323;120 NS 2;;45.1970;0.0010;;200610;1.20E-07
;237;;92;U;1/2+;B-;100.00;0.0000;0.519;6.75 D 1;;45.3930;0.0010;;950526;5.83E+05
;238;;92;U;0+;A;100.00;0.0000;4.270;4.468E9 Y 3;99.2742% 10;47.3100;0.0010;;200211;1.41E+17
;238;;92;U;0+;SF;5.5E-5;0.0000;0.000;4.468E9 Y 3;;47.3100;0.0010;;200211;1.41E+17
;239;;92;U;5/2+;B-;100.00;0.0000;1.261;23.45 M 2;;50.5750;0.0010;;200305;1.41E+03
;240;;92;U;0+;B-;100.00;0.0000;0.400;14.1 H 1;;52.7160;0.0050;;200810;5.08E+04
;241;;92;U;;B-;?;;1.935;;;56.1970;0.2980;S;NUBASE;0.00E+00
;242;;92;U;0+;B-;100.00;0.0000;1.202;16.8 M 5;;58.6220;0.2010;S;200206;1.01E+03
;243;;92;U;;;;;0.000;;;62.4010;0.4010;S;;0.00E+00
;225;;93;Np;(9/2-);A;100.00;0.0000;8.786;;;31.5870;0.0710;;200905;0.00E+00
;226;;93;Np;;A;100.00;0.0000;8.197;35 MS 10;;32.7370;0.0880;S;199604;3.50E-02
;227;;93;Np;;A;100.00;0.0000;7.816;0.51 S 6;;32.5610;0.0720;;200110;5.10E-01
;228;;93;Np;;EC;60.00;0.0000;4.477;61.4 S 14;;33.5940;0.0500;;970424;6.14E+01
;228;;93;Np;;A;40.00;0.0000;7.406;61.4 S 14;;33.5940;0.0500;;970424;6.14E+01
;229;;93;Np;;A;68.00;0.0000;7.014;4.0 M 2;;33.7780;0.0860;;200810;2.40E+02
;229;;93;Np;;EC;32.00;0.0000;2.569;4.0 M 2;;33.7780;0.0860;;200810;2.40E+02
;230;;93;Np;;EC;& 97.00;0.0000;3.621;4.6 M 3;;35.2350;0.0510;;200710;2.76E+02
;230;;93;Np;;A;#  3.00;0.0000;6.778;4.6 M 3;;35.2350;0.0510;;200710;2.76E+02
;231;;93;Np;(5/2);EC;98.00;0.0000;1.818;48.8 M 2;;35.6240;0.0500;;200110;2.93E+03
;231;;93;Np;(5/2);A;2.00;0.0000;6.368;48.8 M 2;;35.6240;0.0500;;200110;2.93E+03
;232;;93;Np;(4+);EC;100.00;0.0000;2.750;14.7 M 3;;37.3550;0.1000;S;200610;8.82E+02
;232;;93;Np;(4+);A;2.0E-4;0.0000;6.012;14.7 M 3;;37.3550;0.1000;S;200610;8.82E+02
;233;;93;Np;(5/2+);EC;100.00;0.0000;1.030;36.2 M 1;;37.9490;0.0500;;200507;2.17E+03
;233;;93;Np;(5/2+);A;&1.0E-3;0.0000;5.627;36.2 M 1;;37.9490;0.0500;;200507;2.17E+03
;234;;93;Np;(0+);EC;100.00;0.0000;1.810;4.4 D 1;;39.9570;0.0080;;200704;3.80E+05
;235;;93;Np;5/2+;EC;100.00;0.0000;0.124;396.1 D 12;;41.0450;0.0010;;200305;3.42E+07
;235;;93;Np;5/2+;A;2.6E-3;0.0000;5.194;396.1 D 12;;41.0450;0.0010;;200305;3.42E+07
;236;;93;Np;(6-);EC;86.30;0.0000;0.477;153E+3 Y 5;;43.3730;0.0500;;200610;4.83E+12
;236;;93;Np;(6-);B-;13.50;0.0000;0.477;153E+3 Y 5;;43.3730;0.0500;;200610;4.83E+12
;236;;93;Np;(6-);A;0.16;0.0000;5.007;153E+3 Y 5;;43.3730;0.0500;;200610;4.83E+12
;236;M;93;Np;1;B-;50.00;0.0000;0.477;22.5 H 4;;43.3730;0.0500;;200610;8.10E+04
;236;M;93;Np;1;EC;50.00;0.0000;0.477;22.5 H 4;;43.3730;0.0500;;200610;8.10E+04
;237;;93;Np;5/2+;A;100.00;0.0000;4.958;2.144E+6 Y 7;;44.8740;0.0010;;950526;6.77E+13
;237;;93;Np;5/2+;SF;& 2E-10;0.0000;0.000;2.144E+6 Y 7;;44.8740;0.0010;;950526;6.77E+13
!;237;M;93;Np;;SF;&100.00;2.8000;0.000;45 NS 5;;47.6740;0.0010;;950526;4.50E-08
;238;;93;Np;2+;B-;100.00;0.0000;1.292;2.117 D 2;;47.4570;0.0010;;200211;1.83E+05
;239;;93;Np;5/2+;B-;100.00;0.0000;0.723;2.356 D 3;;49.3130;0.0020;;200305;2.04E+05
;240;;93;Np;(5+);B-;100.00;0.0000;2.188;61.9 M 2;;52.3160;0.0150;;200810;3.71E+03
;240;M;93;Np;(1+);B-;99.88;0.0000;2.188;7.22 M 2;;52.3160;0.0150;;200810;4.33E+02
;240;M;93;Np;(1+);IT;0.12;0.0000;0.000;7.22 M 2;;52.3160;0.0150;;200810;4.33E+02
;241;;93;Np;5/2+;B-;100.00;0.0000;1.305;13.9 M 2;;54.2630;0.0700;;200512;8.34E+02
;242;;93;Np;(1+);B-;100.00;0.0000;2.700;2.2 M 2;;57.4190;0.2000;;200206;1.32E+02
;242;M;93;Np;(6+);B-;100.00;0.0000;2.700;5.5 M 1;;57.4190;0.2000;;200206;3.30E+02
;243;;93;Np;(5/2-);B-;100.00;0.0000;2.120;1.85 M 15;;59.8770;0.0320;S;200412;1.11E+02
;244;;93;Np;(7-);B-;100.00;0.0000;3.396;2.29 M 16;;63.2020;0.2980;S;200306;1.37E+02
;245;;93;Np;;;;;0.000;;;65.9500;0.4010;S;;0.00E+00
;228;;94;Pu;0+;A;100.00;0.0000;7.950;1.1 S +20-5;;36.0770;0.0300;;03NI10;1.10E+00
;229;;94;Pu;(3/2+);EC;50.00;0.0000;3.620;67 S +41-19;;37.3920;0.0510;;10KH06;6.70E+01
;229;;94;Pu;(3/2+);A;50.00;0.0000;7.597;67 S +41-19;;37.3920;0.0510;;10KH06;6.70E+01
;229;;94;Pu;(3/2+);SF;<  7.00;0.0000;7.600;67 S +41-19;;37.3920;0.0510;;10KH06;6.70E+01
;230;;94;Pu;0+;A;&100.00;0.0000;7.180;102 S 10;;36.9320;0.0150;;200710;1.02E+02
;231;;94;Pu;(3/2+);EC;& 99.80;0.0000;2.660;8.6 M 5;;38.2840;0.0260;;200110;5.16E+02
;231;;94;Pu;(3/2+);A;>  0.20;0.0000;6.839;8.6 M 5;;38.2840;0.0260;;200110;5.16E+02
;232;;94;Pu;0+;EC;90.00;0.0000;1.005;33.8 M 7;;38.3640;0.0180;;200610;2.03E+03
;232;;94;Pu;0+;A;10.00;0.0000;6.716;33.8 M 7;;38.3640;0.0180;;200610;2.03E+03
;233;;94;Pu;;EC;99.88;0.0000;2.102;20.9 M 4;;40.0510;0.0500;;200507;1.25E+03
;233;;94;Pu;;A;0.12;0.0000;6.416;20.9 M 4;;40.0510;0.0500;;200507;1.25E+03
;234;;94;Pu;0+;EC;@ 94.00;0.0000;0.393;8.8 H 1;;40.3480;0.0060;;200704;3.17E+04
;234;;94;Pu;0+;A;@  6.00;0.0000;6.310;8.8 H 1;;40.3480;0.0060;;200704;3.17E+04
!;234;M;94;Pu;;SF;&100.00;4.1700;0.000;3 NS;;44.5180;0.0060;;200704;3.00E-09
!;234;M;94;Pu;;IT;;4.1700;4.170;3 NS;;44.5180;0.0060;;200704;3.00E-09
;235;;94;Pu;(5/2+);EC;100.00;0.0000;1.139;25.3 M 5;;42.1830;0.0200;;200305;1.52E+03
;235;;94;Pu;(5/2+);A;2.8E-3;0.0000;5.951;25.3 M 5;;42.1830;0.0200;;200305;1.52E+03
!;235;M;94;Pu;;SF;&100.00;3.0000;0.000;25 NS 5;;45.1830;0.0200;;200305;2.50E-08
;236;;94;Pu;0+;A;100.00;0.0000;5.867;2.858 Y 8;;42.8960;0.0020;;200610;9.02E+07
;236;;94;Pu;0+;SF;1.9E-7;0.0000;0.000;2.858 Y 8;;42.8960;0.0020;;200610;9.02E+07
!;236;M;94;Pu;(0+);SF;&100.00;3.0000;0.000;40 PS 15;;45.8960;0.0020;;200610;4.00E-11
!;236;M;94;Pu;;SF;&100.00;4.0000;0.000;34 NS 8;;46.8960;0.0020;;200610;3.40E-08
;237;;94;Pu;7/2-;EC;100.00;0.0000;0.220;45.64 D 4;;45.0940;0.0020;;200608;3.94E+06
;237;;94;Pu;7/2-;A;4.2E-3;0.0000;5.748;45.64 D 4;;45.0940;0.0020;;200608;3.94E+06
;237;M;94;Pu;1/2+;IT;;0.1460;0.146;0.18 S 2;;45.2400;0.0020;;200608;1.80E-01
!;237;M;94;Pu;;SF;>  0.00;2.6000;0.000;97 NS 4;;47.6940;0.0020;;200608;9.70E-08
!;237;M;94;Pu;;SF;>  0.00;2.9000;0.000;1.1 US 1;;47.9940;0.0020;;200608;1.10E-06
;238;;94;Pu;0+;A;100.00;0.0000;5.593;87.7 Y 1;;46.1660;0.0010;;200211;2.77E+09
;238;;94;Pu;0+;SF;1.9E-7;0.0000;0.000;87.7 Y 1;;46.1660;0.0010;;200211;2.77E+09
;239;;94;Pu;1/2+;A;100.00;0.0000;5.245;24110 Y 30;;48.5910;0.0010;;200305;7.61E+11
;239;;94;Pu;1/2+;SF;3.E-10;0.0000;0.000;24110 Y 30;;48.5910;0.0010;;200305;7.61E+11
!;239;M;94;Pu;(5/2+);SF;&100.00;3.1000;0.000;7.5 US 10;;51.6910;0.0010;;200305;7.50E-06
!;239;M;94;Pu;(9/2-);SF;&100.00;3.3030;0.000;2.6 NS +40-12;;51.8940;0.0010;;200305;2.60E-09
;240;;94;Pu;0+;A;100.00;0.0000;5.256;6561 Y 7;;50.1280;0.0010;;200810;2.07E+11
;240;;94;Pu;0+;SF;5.7E-6;0.0000;0.000;6561 Y 7;;50.1280;0.0010;;200810;2.07E+11
!;240;M;94;Pu;(0+);SF;>  0.00;0.0000;0.000;3.6 NS 2;;50.1280;0.0010;;200810;3.60E-09
;241;;94;Pu;5/2+;B-;100.00;0.0000;0.021;14.325 Y 6;;52.9580;0.0010;;09well;4.52E+08
;241;;94;Pu;5/2+;A;2.5E-3;0.0000;5.140;14.325 Y 6;;52.9580;0.0010;;09well;4.52E+08
;241;;94;Pu;5/2+;SF;<2E-14;0.0000;0.000;14.325 Y 6;;52.9580;0.0010;;09well;4.52E+08
!;241;M;94;Pu;;SF;100.00;2.2000;0.000;32 NS 5;;55.1580;0.0010;;200512;3.20E-08
!;241;M;94;Pu;;SF;100.00;2.2000;0.000;21 US 3;;55.1580;0.0010;;200512;2.10E-05
;242;;94;Pu;0+;A;100.00;0.0000;4.985;3.75E+5 Y 2;;54.7190;0.0010;;200206;1.18E+13
;242;;94;Pu;0+;SF;5.5E-4;0.0000;0.000;3.75E+5 Y 2;;54.7190;0.0010;;200206;1.18E+13
!;242;M;94;Pu;;SF;&100.00;2.0000;0.000;28 NS;;56.7190;0.0010;;200206;2.80E-08
!;242;M;94;Pu;;SF;&100.00;2.0000;0.000;3.5 NS 6;;56.7190;0.0010;;200206;3.50E-09
;243;;94;Pu;7/2+;B-;100.00;0.0000;0.579;4.956 H 3;;57.7560;0.0030;;200412;1.78E+04
!;243;M;94;Pu;;SF;100.00;1.7000;0.000;45 NS 15;;59.4560;0.0030;;200412;4.50E-08
;244;;94;Pu;0+;A;99.88;0.0000;4.666;8.00E+7 Y 9;;59.8060;0.0050;;200306;2.52E+15
;244;;94;Pu;0+;SF;0.12;0.0000;0.000;8.00E+7 Y 9;;59.8060;0.0050;;200306;2.52E+15
!;244;M;94;Pu;;SF;&100.00;2.4000;0.000;380 PS 80;;62.2060;0.0050;;200306;3.80E-10
;245;;94;Pu;(9/2-);B-;100.00;0.0000;1.206;10.5 H 1;;63.1790;0.0140;;201102;3.78E+04
!;245;M;94;Pu;;SF;&100.00;2.0000;0.000;90 NS 30;;65.1790;0.0140;;201102;9.00E-08
;246;;94;Pu;0+;B-;100.00;0.0000;0.401;10.84 D 2;;65.3960;0.0150;;;9.37E+05
;247;;94;Pu;;B-;100.00;0.0000;1.842;2.27 D 23;;69.1080;0.1960;S;200408;1.96E+05
;230;;95;Am;;EC;100.00;0.0000;0.000;17 S AP;;0.0000;0.0000;;200710;1.70E+01
;231;;95;Am;;A;?;;7.452;;;42.4390;0.2980;S;NUBASE;0.00E+00
;231;;95;Am;;EC;?;;4.153;;;42.4390;0.2980;S;NUBASE;0.00E+00
;232;;95;Am;;EC;@ 97.00;0.0000;5.033;79 S 2;;43.3980;0.2980;S;200610;7.90E+01
;232;;95;Am;;A;@  3.00;0.0000;7.272;79 S 2;;43.3980;0.2980;S;200610;7.90E+01
;233;;95;Am;;A;>  3.00;0.0000;6.969;3.2 M 8;;43.1720;0.1020;S;200507;1.92E+02
;233;;95;Am;;EC;;0.0000;3.121;3.2 M 8;;43.1720;0.1020;S;200507;1.92E+02
;234;;95;Am;;EC;100.00;0.0000;4.184;2.32 M 8;;44.5330;0.2070;S;200704;1.39E+02
;234;;95;Am;;A;;0.0000;6.872;2.32 M 8;;44.5330;0.2070;S;200704;1.39E+02
;235;;95;Am;5/2-;EC;99.60;0.0000;2.478;10.3 M 6;;44.6250;0.0520;;04SA05;6.18E+02
;235;;95;Am;5/2-;A;0.40;0.0000;6.612;10.3 M 6;;44.6250;0.0520;;04SA05;6.18E+02
;236;;95;Am;5-;A;;0.0000;6.397;3.6 M 2;;46.0360;0.1120;S;200610;2.16E+02
;236;;95;Am;5-;EC;;0.0000;3.280;3.6 M 2;;46.0360;0.1120;S;200610;2.16E+02
;236;M;95;Am;(1-);A;;0.0000;6.397;2.9 M 2;;46.0360;0.1120;S;200610;1.74E+02
;236;M;95;Am;(1-);EC;;0.0000;3.280;2.9 M 2;;46.0360;0.1120;S;200610;1.74E+02
;237;;95;Am;5/2(-);EC;99.97;0.0000;1.477;73.6 M 8;;46.5710;0.0590;S;200608;4.42E+03
;237;;95;Am;5/2(-);A;0.03;0.0000;6.196;73.6 M 8;;46.5710;0.0590;S;200608;4.42E+03
!;237;M;95;Am;;SF;>  0.00;2.4000;0.000;5 NS 2;;48.9710;0.0590;S;200608;5.00E-09
;238;;95;Am;1+;EC;100.00;0.0000;2.258;98 M 2;;48.4240;0.0500;;200211;5.88E+03
;238;;95;Am;1+;A;1.0E-4;0.0000;6.042;98 M 2;;48.4240;0.0500;;200211;5.88E+03
!;238;M;95;Am;;SF;&100.00;2.5000;0.000;35 US;;50.9240;0.0500;;200211;3.50E-05
;239;;95;Am;(5/2)-;EC;99.99;0.0000;0.802;11.9 H 1;;49.3930;0.0020;;200305;4.28E+04
;239;;95;Am;(5/2)-;A;0.01;0.0000;5.922;11.9 H 1;;49.3930;0.0020;;200305;4.28E+04
!;239;M;95;Am;(7/2+);SF;&100.00;2.5000;0.000;163 NS 12;;51.8930;0.0020;;200305;1.63E-07
;240;;95;Am;(3-);EC;100.00;0.0000;1.385;50.8 H 3;;51.5130;0.0130;;200810;1.83E+05
;240;;95;Am;(3-);A;1.9E-4;0.0000;5.708;50.8 H 3;;51.5130;0.0130;;200810;1.83E+05
;240;M;95;Am;;SF;&100.00;3.0000;0.000;0.94 MS 4;;54.5130;0.0130;;200810;9.40E-04
;241;;95;Am;5/2-;A;100.00;0.0000;5.638;432.6 Y 6;;52.9370;0.0010;;200512;1.37E+10
;241;;95;Am;5/2-;SF;4E-10;0.0000;0.000;432.6 Y 6;;52.9370;0.0010;;200512;1.37E+10
!;241;M;95;Am;;SF;100.00;2.2000;0.000;1.2 US 3;;55.1370;0.0010;;200512;1.20E-06
;242;;95;Am;1-;B-;82.70;0.0000;0.664;16.02 H 2;;55.4710;0.0010;;200206;5.77E+04
;242;;95;Am;1-;EC;17.30;0.0000;0.751;16.02 H 2;;55.4710;0.0010;;200206;5.77E+04
;242;M;95;Am;5-;IT;99.55;0.0486;0.049;141 Y 2;;55.5196;0.0010;;200206;4.45E+09
;242;M;95;Am;5-;A;0.45;0.0486;5.637;141 Y 2;;55.5196;0.0010;;200206;4.45E+09
;242;M;95;Am;5-;SF;<4.7E-9;0.0486;0.000;141 Y 2;;55.5196;0.0010;;200206;4.45E+09
;242;M;95;Am;(2+,3-);SF;100.00;2.2000;0.000;14.0 MS 10;;57.6710;0.0010;;200206;1.40E-02
;242;M;95;Am;(2+,3-);IT;;2.2000;2.200;14.0 MS 10;;57.6710;0.0010;;200206;1.40E-02
;242;M;95;Am;(2+,3-);A;<5.0E-3;2.2000;7.788;14.0 MS 10;;57.6710;0.0010;;200206;1.40E-02
;243;;95;Am;5/2-;A;100.00;0.0000;5.439;7370 Y 40;;57.1770;0.0020;;200412;2.33E+11
;243;;95;Am;5/2-;SF;3.7E-9;0.0000;0.000;7370 Y 40;;57.1770;0.0020;;200412;2.33E+11
!;243;M;95;Am;;SF;&100.00;2.3000;0.000;5.5 US 5;;59.4770;0.0020;;200412;5.50E-06
;244;;95;Am;(6-);B-;100.00;0.0000;1.427;10.1 H 1;;59.8820;0.0020;;200306;3.64E+04
;244;M;95;Am;;SF;&100.00;0.0000;0.000;0.90 MS 15;;59.8820;0.0020;;200306;9.00E-04
!;244;M;95;Am;;SF;&100.00;0.0000;0.000;6.5 US AP;;59.8820;0.0020;;200306;6.50E-06
;244;M;95;Am;1+;B-;99.96;0.0861;1.513;26 M 1;;59.9681;0.0020;;200306;1.56E+03
;244;M;95;Am;1+;EC;0.04;0.0861;1.513;26 M 1;;59.9681;0.0020;;200306;1.56E+03
;245;;95;Am;(5/2)+;B-;100.00;0.0000;0.895;2.05 H 1;;61.9010;0.0030;;201102;7.38E+03
!;245;M;95;Am;;SF;&100.00;2.4000;0.000;640 NS 60;;64.3010;0.0030;;201102;6.40E-07
;246;;95;Am;(7-);B-;100.00;0.0000;2.376;39 M 3;;64.9950;0.0180;;199809;2.34E+03
;246;M;95;Am;2(-);B-;100.00;0.0000;2.376;25.0 M 2;;64.9950;0.0180;;199809;1.50E+03
;246;M;95;Am;2(-);IT;<  0.02;0.0000;0.000;25.0 M 2;;64.9950;0.0180;;199809;1.50E+03
